Country_AvgTemp_BKey,Year,Country,TotalEmissions,PerCapitaEmissions,ShareOfGlobalEmissions,AverageTemperature
Puerto Rico||1920||25.395166666666668,1920,Puerto Rico,0.208848,,0.005944,25.395166666666668
Qatar||1949||26.396,1949,Qatar,0.260144,10.811853,0.004965,26.396
Qatar||1950||26.293000000000003,1950,Qatar,0.351744,14.06976,0.005864,26.293000000000003
Qatar||1951||27.114,1951,Qatar,0.388384,14.384593,0.006093,27.114
Qatar||1952||26.952250000000003,1952,Qatar,0.194192,6.473067,0.003006,26.952250000000003
Qatar||1953||27.02925,1953,Qatar,0.3664,11.45,0.005517,27.02925
Qatar||1954||27.22758333333333,1954,Qatar,0.608224,17.888941,0.008964,27.22758333333333
Qatar||1955||26.889416666666666,1955,Qatar,0.417696,11.602667,0.005616,26.889416666666666
Qatar||1956||26.610833333333332,1956,Qatar,0.505632,13.306105,0.006386,26.610833333333332
Qatar||1957||26.527916666666663,1957,Qatar,0.31144,7.985641,0.003808,26.527916666666663
Qatar||1958||27.122333333333337,1958,Qatar,0.168544,4.012952,0.002004,27.122333333333337
Qatar||1959||26.274749999999997,1959,Qatar,0.1832,4.163636,0.00207,26.274749999999997
Qatar||1960||27.045916666666667,1960,Qatar,0.175872,3.741957,0.001884,27.045916666666667
Qatar||1961||26.697916666666668,1961,Qatar,0.161216,3.161098,0.001723,26.697916666666668
Qatar||1962||27.160666666666668,1962,Qatar,0.190528,3.402286,0.001967,27.160666666666668
Qatar||1963||26.897499999999997,1963,Qatar,6.133536,98.928,0.059921,26.897499999999997
Qatar||1964||26.25883333333333,1964,Qatar,6.269104,92.192706,0.058211,26.25883333333333
Qatar||1965||27.068166666666663,1965,Qatar,6.287424,84.965189,0.055793,27.068166666666663
Qatar||1966||27.210583333333332,1966,Qatar,6.272768,78.4096,0.053187,27.210583333333332
Qatar||1967||26.55975,1967,Qatar,6.683136,77.710884,0.054908,26.55975
Qatar||1968||26.698333333333338,1968,Qatar,7.075184,76.077247,0.05512,26.698333333333338
Qatar||1969||27.49025,1969,Qatar,7.166576,70.956198,0.052342,27.49025
Qatar||1970||27.28725,1970,Qatar,7.561456,68.740509,0.050998,27.28725
Qatar||1971||26.642750000000003,1971,Qatar,9.144304,76.842891,0.059279,26.642750000000003
Qatar||1972||26.35466666666667,1972,Qatar,10.775408,82.255023,0.066751,26.35466666666667
Qatar||1973||26.933916666666665,1973,Qatar,12.457184,87.726648,0.073274,26.933916666666665
Qatar||1974||26.8715,1974,Qatar,10.478535,68.042435,0.061908,26.8715
Qatar||1975||26.657,1975,Qatar,10.947378,66.752305,0.064766,26.657
Qatar||1976||26.61916666666667,1976,Qatar,10.374896,59.625839,0.058287,26.61916666666667
Qatar||1977||27.519833333333334,1977,Qatar,9.916029,54.483676,0.054222,27.519833333333334
Qatar||1978||27.08866666666667,1978,Qatar,10.519005,54.786484,0.055483,27.08866666666667
Qatar||1979||27.527833333333337,1979,Qatar,14.342442,69.963132,0.073686,27.527833333333337
Qatar||1980||27.43658333333333,1980,Qatar,13.081691,58.400406,0.067538,27.43658333333333
Qatar||1981||27.375,1981,Qatar,12.840684,51.776952,0.068152,27.375
Qatar||1982||26.271,1982,Qatar,12.334909,44.530357,0.065959,26.271
Qatar||1983||26.404,1983,Qatar,11.242561,36.383693,0.059559,26.404
Qatar||1984||26.770583333333335,1984,Qatar,12.298033,36.064613,0.063306,26.770583333333335
Qatar||1985||26.974083333333336,1985,Qatar,12.377808,33.363364,0.06153,26.974083333333336
Qatar||1986||27.20416666666667,1986,Qatar,13.266982,33.334126,0.065029,27.20416666666667
Qatar||1987||27.37975,1987,Qatar,11.470526,27.181341,0.054459,27.37975
Qatar||1988||27.37625,1988,Qatar,11.897661,26.796534,0.054412,27.37625
Qatar||1989||26.75325,1989,Qatar,14.29237,30.935866,0.064399,26.75325
Qatar||1990||27.320333333333338,1990,Qatar,11.743657,24.671548,0.05174,27.320333333333338
Qatar||1991||26.71975,1991,Qatar,17.645271,36.232589,0.076157,26.71975
Qatar||1992||26.14741666666667,1992,Qatar,26.996554,54.538493,0.120279,26.14741666666667
Qatar||1993||27.04975,1993,Qatar,30.984977,61.846261,0.136602,27.04975
Qatar||1994||27.529583333333335,1994,Qatar,30.704374,60.560895,0.13441,27.529583333333335
Qatar||1995||27.103083333333338,1995,Qatar,31.717145,61.826793,0.135937,27.103083333333338
Qatar||1996||27.60808333333333,1996,Qatar,32.20376,61.575067,0.133899,27.60808333333333
Qatar||1997||27.157916666666665,1997,Qatar,37.393527,69.894443,0.154575,27.157916666666665
Qatar||1998||28.424833333333336,1998,Qatar,32.271043,58.462034,0.133837,28.424833333333336
Qatar||1999||28.567000000000004,1999,Qatar,31.27108,54.861544,0.127997,28.567000000000004
Qatar||2000||27.993,2000,Qatar,34.566157,58.388779,0.137609,27.993
Qatar||2001||28.305666666666667,2001,Qatar,41.214529,67.015494,0.162696,28.305666666666667
Qatar||2002||28.1855,2002,Qatar,40.701936,63.49756,0.157082,28.1855
Qatar||2003||28.325083333333335,2003,Qatar,41.299357,60.556242,0.151969,28.325083333333335
Qatar||2004||28.140416666666667,2004,Qatar,42.71033,56.720226,0.150016,28.140416666666667
Qatar||2005||28.01308333333333,2005,Qatar,50.690079,58.601247,0.172351,28.01308333333333
Qatar||2006||28.071416666666664,2006,Qatar,63.196167,61.775334,0.208056,28.071416666666664
Qatar||2007||28.170416666666668,2007,Qatar,62.899432,51.64157,0.200996,28.170416666666668
Qatar||2008||27.865333333333336,2008,Qatar,64.257096,44.716142,0.201143,27.865333333333336
Qatar||2009||28.1225,2009,Qatar,68.596891,41.448273,0.218016,28.1225
Qatar||2010||28.889583333333334,2010,Qatar,71.919912,38.749953,0.217071,28.889583333333334
Qatar||2011||28.1615,2011,Qatar,79.647573,39.119633,0.232822,28.1615
Qatar||2012||28.4845,2012,Qatar,92.303495,42.032557,0.265545,28.4845
Qatar||2013||28.573750000000004,2013,Qatar,82.697898,35.386349,0.236366,28.573750000000004
Romania||1858||7.135833333333334,1858,Romania,0.003664,0.000433,0.001289,7.135833333333334
Romania||1859||9.252083333333331,1859,Romania,0.003664,0.000431,0.001216,9.252083333333331
Romania||1860||8.93075,1860,Romania,0.003664,0.000428,0.001108,8.93075
Romania||1861||8.123833333333334,1861,Romania,0.007328,0.000849,0.002107,8.123833333333334
Romania||1862||8.43075,1862,Romania,0.010992,0.001266,0.003105,8.43075
Romania||1863||9.509916666666667,1863,Romania,0.010992,0.001257,0.002909,9.509916666666667
Romania||1864||7.475,1864,Romania,0.014656,0.001665,0.0036,7.475
Romania||1865||8.345666666666668,1865,Romania,0.014656,0.001654,0.00339,8.345666666666668
Romania||1866||9.012416666666669,1866,Romania,0.01832,0.002054,0.004108,9.012416666666669
Romania||1867||8.456999999999999,1867,Romania,0.021984,0.002449,0.004601,8.456999999999999
Romania||1868||9.018,1868,Romania,0.025648,0.002839,0.005226,9.018
Romania||1869||9.13775,1869,Romania,0.025648,0.002821,0.004922,9.13775
Romania||1870||7.71875,1870,Romania,0.03664,0.004004,0.00688,7.71875
Romania||1871||7.547999999999999,1871,Romania,0.040304,0.004376,0.007119,7.547999999999999
Romania||1872||9.803416666666664,1872,Romania,0.040304,0.004349,0.006435,9.803416666666664
Romania||1873||9.318166666666666,1873,Romania,0.043968,0.004714,0.006608,9.318166666666666
Romania||1874||8.445833333333333,1874,Romania,0.043968,0.004684,0.007057,8.445833333333333
Romania||1875||7.074666666666666,1875,Romania,0.047632,0.005043,0.007048,7.074666666666666
Romania||1876||8.485999999999999,1876,Romania,0.047632,0.005012,0.006948,8.485999999999999
Romania||1877||8.492916666666668,1877,Romania,0.047632,0.004982,0.006813,8.492916666666668
Romania||1878||9.041916666666667,1878,Romania,0.047632,0.004952,0.006762,9.041916666666667
Romania||1879||8.2465,1879,Romania,0.047632,0.004922,0.00631,8.2465
Romania||1880||8.034166666666666,1880,Romania,0.047632,0.004892,0.005579,8.034166666666666
Romania||1881||7.364833333333333,1881,Romania,0.051296,0.005238,0.005813,7.364833333333333
Romania||1882||9.089166666666667,1882,Romania,0.223504,0.022684,0.023983,9.089166666666667
Romania||1883||7.966333333333334,1883,Romania,0.406704,0.04103,0.041038,7.966333333333334
Romania||1884||8.048083333333333,1884,Romania,0.472656,0.047401,0.047163,8.048083333333333
Romania||1885||8.79575,1885,Romania,0.450672,0.044926,0.044635,8.79575
Romania||1886||9.015666666666666,1886,Romania,0.483648,0.047926,0.047163,9.015666666666666
Romania||1887||8.59125,1887,Romania,0.527616,0.051973,0.049,8.59125
Romania||1888||7.500833333333333,1888,Romania,0.630208,0.06171,0.052858,7.500833333333333
Romania||1889||8.123416666666667,1889,Romania,0.644864,0.062772,0.054108,8.123416666666667
Romania||1890||8.449666666666667,1890,Romania,0.80608,0.078002,0.062079,8.449666666666667
Romania||1891||8.141499999999999,1891,Romania,1.11752,0.107505,0.082238,8.141499999999999
Romania||1892||8.917083333333332,1892,Romania,1.051568,0.100568,0.076752,8.917083333333332
Romania||1893||7.475166666666667,1893,Romania,1.13584,0.107995,0.083908,7.475166666666667
Romania||1894||8.433916666666667,1894,Romania,1.040576,0.098363,0.074281,8.433916666666667
Romania||1895||8.529083333333334,1895,Romania,1.077216,0.101238,0.072526,8.529083333333334
Romania||1896||8.49575,1896,Romania,1.11752,0.104404,0.072864,8.49575
Romania||1897||8.659249999999998,1897,Romania,1.297056,0.12044,0.080747,8.659249999999998
Romania||1898||9.130166666666666,1898,Romania,1.711088,0.157894,0.100992,9.130166666666666
Romania||1899||8.676916666666667,1899,Romania,1.61216,0.147814,0.087101,8.676916666666667
Romania||1900||9.380666666666666,1900,Romania,1.238432,0.112805,0.063392,9.380666666666666
Romania||1901||8.659833333333333,1901,Romania,1.59384,0.144204,0.078965,8.659833333333333
Romania||1902||7.870083333333333,1902,Romania,1.590176,0.14295,0.076822,7.870083333333333
Romania||1903||9.1155,1903,Romania,1.846656,0.164829,0.081761,9.1155
Romania||1904||8.473166666666666,1904,Romania,2.187408,0.193823,0.095823,8.473166666666666
Romania||1905||8.644583333333332,1905,Romania,2.660064,0.233946,0.109416,8.644583333333332
Romania||1906||8.91625,1906,Romania,3.598048,0.314079,0.140867,8.91625
Romania||1907||7.950166666666668,1907,Romania,4.558016,0.39496,0.157835,7.950166666666668
Romania||1908||8.202333333333334,1908,Romania,4.385808,0.377203,0.157803,8.202333333333334
Romania||1909||8.546999999999999,1909,Romania,4.858464,0.413851,0.168075,8.546999999999999
Romania||1910||9.344666666666669,1910,Romania,4.81816,0.40562,0.158902,9.344666666666669
Romania||1911||8.75625,1911,Romania,5.774464,0.480511,0.187041,8.75625
Romania||1912||8.051083333333333,1912,Romania,6.012624,0.491414,0.185953,8.051083333333333
Romania||1913||8.481333333333334,1913,Romania,6.990912,0.565027,0.199839,8.481333333333334
Romania||1914||8.097916666666666,1914,Romania,5.785456,0.465513,0.182277,8.097916666666666
Romania||1915||8.856166666666667,1915,Romania,5.144256,0.414848,0.164333,8.856166666666667
Romania||1916||9.621166666666666,1916,Romania,2.997152,0.242241,0.088708,9.621166666666666
Romania||1917||8.699750000000002,1917,Romania,2.513504,0.203606,0.071132,8.699750000000002
Romania||1918||9.418916666666668,1918,Romania,3.18768,0.258765,0.09151,9.418916666666668
Romania||1919||8.512583333333334,1919,Romania,4.664272,0.379445,0.15445,8.512583333333334
Romania||1920||8.528583333333334,1920,Romania,5.485008,0.445182,0.156117,8.528583333333334
Romania||1921||8.797583333333334,1921,Romania,5.91736,0.476437,0.191927,8.797583333333334
Romania||1922||8.268083333333333,1922,Romania,7.141136,0.567356,0.220799,8.268083333333333
Romania||1923||9.74175,1923,Romania,8.474832,0.663862,0.230884,9.74175
Romania||1924||8.3245,1924,Romania,10.006384,0.772941,0.271692,8.3245
Romania||1925||9.236916666666668,1925,Romania,11.710144,0.891856,0.315654,9.236916666666668
Romania||1926||9.412083333333332,1926,Romania,14.502112,1.089267,0.398169,9.412083333333332
Romania||1927||9.37825,1927,Romania,16.125264,1.1948,0.405323,9.37825
Romania||1928||8.473333333333334,1928,Romania,18.271031,1.335657,0.46143,8.473333333333334
Romania||1929||7.8245,1929,Romania,20.491474,1.477683,0.481904,7.8245
Romania||1930||9.566166666666666,1930,Romania,23.242811,1.652594,0.59302,9.566166666666666
Romania||1931||8.404,1931,Romania,25.848718,1.812177,0.737906,8.404
Romania||1932||8.395999999999999,1932,Romania,27.358226,1.892116,0.866357,8.395999999999999
Romania||1933||7.248916666666666,1933,Romania,27.310565,1.864509,0.821377,7.248916666666666
Romania||1934||9.71325,1934,Romania,31.659346,2.136514,0.875459,9.71325
Romania||1935||8.748666666666667,1935,Romania,31.530839,2.103106,0.830971,8.748666666666667
Romania||1936||9.777416666666666,1936,Romania,33.15402,2.186726,0.795336,9.777416666666666
Romania||1937||9.651833333333332,1937,Romania,28.463774,1.855798,0.63868,9.651833333333332
Romania||1938||9.24,1938,Romania,26.712412,1.723185,0.636989,9.24
Romania||1939||9.421666666666669,1939,Romania,25.18786,1.608575,0.567832,9.421666666666669
Romania||1940||7.0945,1940,Romania,23.946299,1.523708,0.494035,7.0945
Romania||1941||7.794083333333333,1941,Romania,22.54576,1.431934,0.454967,7.794083333333333
Romania||1942||7.636666666666667,1942,Romania,23.671618,1.505563,0.479604,7.636666666666667
Romania||1943||8.9645,1943,Romania,22.106734,1.400955,0.440473,8.9645
Romania||1944||8.770916666666666,1944,Romania,15.057732,0.952444,0.295189,8.770916666666666
Romania||1945||8.662333333333333,1945,Romania,18.90523,1.192535,0.445791,8.662333333333333
Romania||1946||9.520916666666666,1946,Romania,17.46501,1.103924,0.377241,9.520916666666666
Romania||1947||8.989749999999999,1947,Romania,16.347074,1.034042,0.318912,8.989749999999999
Romania||1948||8.957916666666666,1948,Romania,23.374507,1.475072,0.433142,8.957916666666666
Romania||1949||8.988166666666666,1949,Romania,23.113918,1.444671,0.441166,8.988166666666666
Romania||1950||9.759,1950,Romania,19.416585,1.195897,0.323699,9.759
Romania||1951||10.047666666666666,1951,Romania,22.503345,1.362765,0.353061,10.047666666666666
Romania||1952||9.5365,1952,Romania,26.631218,1.588501,0.412238,9.5365
Romania||1953||8.81675,1953,Romania,30.627036,1.800955,0.461127,8.81675
Romania||1954||8.199333333333334,1954,Romania,33.504466,1.942964,0.493806,8.199333333333334
Romania||1955||8.869083333333334,1955,Romania,36.782408,2.103775,0.494584,8.869083333333334
Romania||1956||7.739083333333333,1956,Romania,40.779179,2.300399,0.515025,7.739083333333333
Romania||1957||9.32325,1957,Romania,45.929723,2.556196,0.561533,9.32325
Romania||1958||9.527583333333332,1958,Romania,49.794351,2.735502,0.591936,9.527583333333332
Romania||1959||8.757,1959,Romania,50.64327,2.749363,0.572337,8.757
Romania||1960||9.60325,1960,Romania,53.394132,2.868493,0.571984,9.60325
Romania||1961||9.58875,1961,Romania,55.716068,2.966777,0.595511,9.58875
Romania||1962||9.015666666666666,1962,Romania,63.812795,3.372056,0.658712,9.015666666666666
Romania||1963||8.713166666666666,1963,Romania,69.455454,3.644043,0.678539,8.713166666666666
Romania||1964||8.539333333333333,1964,Romania,72.037028,3.750561,0.668892,8.539333333333333
Romania||1965||8.3635,1965,Romania,78.636911,4.057632,0.697798,8.3635
Romania||1966||9.925083333333331,1966,Romania,84.090675,4.294284,0.713005,9.925083333333331
Romania||1967||9.286666666666669,1967,Romania,92.028751,4.645336,0.756101,9.286666666666669
Romania||1968||9.416583333333334,1968,Romania,100.0794,4.989998,0.779678,9.416583333333334
Romania||1969||8.43975,1969,Romania,111.527437,5.49261,0.814554,8.43975
Romania||1970||9.108166666666667,1970,Romania,119.981485,5.838799,0.809217,9.108166666666667
Romania||1971||9.097416666666668,1971,Romania,125.681454,6.047029,0.814747,9.097416666666668
Romania||1972||9.288,1972,Romania,132.254208,6.294522,0.819287,9.288
Romania||1973||8.684166666666666,1973,Romania,144.765046,6.817927,0.851523,8.684166666666666
Romania||1974||9.130916666666666,1974,Romania,150.720309,7.026588,0.890473,9.130916666666666
Romania||1975||9.679083333333333,1975,Romania,162.00643,7.47745,0.958449,9.679083333333333
Romania||1976||8.195583333333333,1976,Romania,174.471981,7.974404,0.980193,8.195583333333333
Romania||1977||9.3245,1977,Romania,178.076686,8.062146,0.973739,9.3245
Romania||1978||8.3605,1978,Romania,193.539389,8.684348,1.02084,8.3605
Romania||1979||9.396666666666668,1979,Romania,195.67642,8.711055,1.005313,9.396666666666668
Romania||1980||8.076916666666667,1980,Romania,196.199041,8.675232,1.01293,8.076916666666667
Romania||1981||9.002,1981,Romania,197.730221,8.696408,1.049447,9.002
Romania||1982||9.054416666666668,1982,Romania,195.329195,8.555438,1.044487,9.054416666666668
Romania||1983||9.514416666666667,1983,Romania,200.116397,8.736037,1.060148,9.514416666666667
Romania||1984||9.080333333333334,1984,Romania,188.816607,8.215133,0.971967,9.080333333333334
Romania||1985||7.914416666666667,1985,Romania,193.906882,8.404789,0.963904,7.914416666666667
Romania||1986||8.936416666666666,1986,Romania,201.641284,8.700811,0.988356,8.936416666666666
Romania||1987||8.656,1987,Romania,211.631617,9.087582,1.004769,8.656
Romania||1988||9.078333333333331,1988,Romania,212.221625,9.071626,0.970557,9.078333333333331
Romania||1989||9.67875,1989,Romania,213.599432,9.102507,0.962447,9.67875
Romania||1990||10.226,1990,Romania,169.285873,7.207028,0.745831,10.226
Romania||1991||8.728166666666667,1991,Romania,139.370253,5.941521,0.601524,8.728166666666667
Romania||1992||9.562583333333334,1992,Romania,131.072277,5.60713,0.583972,9.562583333333334
Romania||1993||8.862916666666667,1993,Romania,122.832305,5.28152,0.541526,8.862916666666667
Romania||1994||10.609,1994,Romania,121.961462,5.276063,0.533893,10.609
Romania||1995||9.13875,1995,Romania,127.032856,5.531585,0.544454,9.13875
Romania||1996||8.649416666666667,1996,Romania,130.095925,5.70446,0.54092,8.649416666666667
Romania||1997||8.523666666666667,1997,Romania,121.074674,5.348294,0.500492,8.523666666666667
Romania||1998||9.178416666666664,1998,Romania,107.561544,4.787748,0.446089,9.178416666666664
Romania||1999||10.091,1999,Romania,90.778178,4.071135,0.371569,10.091
Romania||2000||10.47225,2000,Romania,95.455761,4.312046,0.380014,10.47225
Romania||2001||9.638583333333337,2001,Romania,100.357071,4.563967,0.396164,9.638583333333337
Romania||2002||10.392666666666669,2002,Romania,101.735332,4.65544,0.392631,10.392666666666669
Romania||2003||9.340166666666669,2003,Romania,105.295172,4.847844,0.387454,9.340166666666669
Romania||2004||9.558166666666668,2004,Romania,104.269757,4.832225,0.366239,9.558166666666668
Romania||2005||9.123166666666666,2005,Romania,102.694473,4.794998,0.349172,9.123166666666666
Romania||2006||9.469,2006,Romania,105.082793,4.948799,0.345957,9.469
Romania||2007||10.868333333333334,2007,Romania,108.440493,5.155486,0.346523,10.868333333333334
Romania||2008||10.461,2008,Romania,105.534579,5.06647,0.330353,10.461
Romania||2009||10.470666666666666,2009,Romania,86.024136,4.16824,0.273403,10.470666666666666
Romania||2010||9.851666666666668,2010,Romania,84.289722,4.117317,0.254406,9.851666666666668
Romania||2011||9.569,2011,Romania,89.518246,4.401743,0.261676,9.569
Romania||2012||10.301083333333333,2012,Romania,86.255693,4.264384,0.248146,10.301083333333333
Romania||2013||11.6455,2013,Romania,76.875894,3.818402,0.219725,11.6455
Russia||1830||-5.660416666666667,1830,Russia,0.011219,0.000329,0.012588,-5.660416666666667
Russia||1831||-6.67325,1831,Russia,0.013463,0.000391,0.015927,-6.67325
Russia||1832||-6.681166666666667,1832,Russia,0.008975,0.000258,0.010545,-6.681166666666667
Russia||1833||-6.1645,1833,Russia,0.011219,0.00032,0.012924,-6.1645
Russia||1834||-5.778166666666667,1834,Russia,,,,-5.778166666666667
Russia||1835||-6.7855,1835,Russia,,,,-6.7855
Russia||1836||-6.088916666666667,1836,Russia,,,,-6.088916666666667
Russia||1837||-6.761666666666667,1837,Russia,,,,-6.761666666666667
Russia||1838||-6.4182500000000005,1838,Russia,,,,-6.4182500000000005
Russia||1839||-6.437583333333333,1839,Russia,,,,-6.437583333333333
Russia||1840||-6.437416666666667,1840,Russia,,,,-6.437416666666667
Russia||1841||-6.433916666666666,1841,Russia,,,,-6.433916666666666
Russia||1842||-5.994416666666667,1842,Russia,,,,-5.994416666666667
Russia||1843||-5.097583333333334,1843,Russia,,,,-5.097583333333334
Russia||1844||-6.22,1844,Russia,,,,-6.22
Russia||1845||-6.27475,1845,Russia,,,,-6.27475
Russia||1846||-5.4339166666666685,1846,Russia,,,,-5.4339166666666685
Russia||1847||-5.930333333333334,1847,Russia,,,,-5.930333333333334
Russia||1848||-5.708333333333333,1848,Russia,,,,-5.708333333333333
Russia||1849||-5.5605,1849,Russia,,,,-5.5605
Russia||1850||-6.4265,1850,Russia,0.069558,0.001696,0.035327,-6.4265
Russia||1851||-5.669583333333333,1851,Russia,,,,-5.669583333333333
Russia||1852||-6.039666666666666,1852,Russia,,,,-6.039666666666666
Russia||1853||-6.276000000000001,1853,Russia,,,,-6.276000000000001
Russia||1854||-5.49025,1854,Russia,,,,-5.49025
Russia||1855||-5.556916666666666,1855,Russia,0.210918,0.004911,0.081071,-5.556916666666666
Russia||1856||-6.08875,1856,Russia,,,,-6.08875
Russia||1857||-6.487166666666667,1857,Russia,,,,-6.487166666666667
Russia||1858||-5.592833333333334,1858,Russia,0.296182,0.006709,0.104226,-5.592833333333334
Russia||1859||-5.228500000000001,1859,Russia,0.314133,0.00705,0.104255,-5.228500000000001
Russia||1860||-6.619,1860,Russia,0.415104,0.009231,0.125545,-6.619
Russia||1861||-6.295333333333333,1861,Russia,0.527294,0.011619,0.151637,-6.295333333333333
Russia||1862||-6.931416666666667,1862,Russia,0.475686,0.010386,0.134353,-6.931416666666667
Russia||1863||-5.299166666666667,1863,Russia,0.498125,0.010777,0.131828,-5.299166666666667
Russia||1864||-6.007583333333334,1864,Russia,0.558707,0.011977,0.137244,-6.007583333333334
Russia||1865||-5.917083333333333,1865,Russia,0.534025,0.011343,0.123529,-5.917083333333333
Russia||1866||-5.31975,1866,Russia,1.687341,0.035514,0.378352,-5.31975
Russia||1867||-5.542999999999999,1867,Russia,1.936403,0.040384,0.405262,-5.542999999999999
Russia||1868||-5.757916666666667,1868,Russia,1.611051,0.033292,0.328282,-5.757916666666667
Russia||1869||-5.331916666666667,1869,Russia,2.185465,0.044749,0.41937,-5.331916666666667
Russia||1870||-6.422833333333333,1870,Russia,2.371701,0.048119,0.445359,-6.422833333333333
Russia||1871||-6.263333333333333,1871,Russia,3.201908,0.064369,0.565565,-6.263333333333333
Russia||1872||-6.4214166666666666,1872,Russia,3.287173,0.06548,0.524796,-6.4214166666666666
Russia||1873||-5.687916666666666,1873,Russia,3.085231,0.060913,0.463652,-5.687916666666666
Russia||1874||-4.888916666666667,1874,Russia,3.744909,0.073262,0.601112,-4.888916666666667
Russia||1875||-6.085416666666667,1875,Russia,4.310348,0.083553,0.637815,-6.085416666666667
Russia||1876||-6.0015833333333335,1876,Russia,5.351473,0.102787,0.780607,-6.0015833333333335
Russia||1877||-5.602999999999999,1877,Russia,5.461419,0.103967,0.781209,-5.602999999999999
Russia||1878||-5.238083333333333,1878,Russia,7.137541,0.134633,1.013305,-5.238083333333333
Russia||1879||-5.84475,1879,Russia,7.323777,0.136884,0.970203,-5.84475
Russia||1880||-5.737166666666667,1880,Russia,8.591526,0.159112,1.006378,-5.737166666666667
Russia||1881||-6.03525,1881,Russia,9.049262,0.166095,1.025519,-6.03525
Russia||1882||-5.762250000000001,1882,Russia,9.53168,0.173352,1.022794,-5.762250000000001
Russia||1883||-5.847083333333334,1883,Russia,10.848793,0.195504,1.094692,-5.847083333333334
Russia||1884||-6.1816666666666675,1884,Russia,11.014834,0.196721,1.099089,-6.1816666666666675
Russia||1885||-6.683916666666668,1885,Russia,11.99762,0.212316,1.188265,-6.683916666666668
Russia||1886||-6.129250000000002,1886,Russia,12.305022,0.215767,1.199928,-6.129250000000002
Russia||1887||-5.886916666666667,1887,Russia,13.020795,0.22627,1.209254,-5.886916666666667
Russia||1888||-6.412666666666667,1888,Russia,13.581746,0.233862,1.139144,-6.412666666666667
Russia||1889||-6.1031666666666675,1889,Russia,14.667747,0.250255,1.230717,-6.1031666666666675
Russia||1890||-6.25675,1890,Russia,16.610882,0.280819,1.279271,-6.25675
Russia||1891||-6.183666666666667,1891,Russia,18.289247,0.306369,1.345905,-6.183666666666667
Russia||1892||-6.362416666666667,1892,Russia,19.359542,0.321335,1.413018,-6.362416666666667
Russia||1893||-5.554833333333334,1893,Russia,22.691591,0.373201,1.676294,-5.554833333333334
Russia||1894||-5.366166666666667,1894,Russia,23.111182,0.376629,1.649778,-5.366166666666667
Russia||1895||-6.280666666666666,1895,Russia,26.555421,0.428805,1.787903,-6.280666666666666
Russia||1896||-5.686833333333333,1896,Russia,27.033352,0.432535,1.762608,-5.686833333333333
Russia||1897||-5.554916666666666,1897,Russia,31.256191,0.495532,1.945834,-5.554916666666666
Russia||1898||-5.950666666666667,1898,Russia,35.054951,0.55068,2.069018,-5.950666666666667
Russia||1899||-5.37575,1899,Russia,40.666705,0.633,2.197121,-5.37575
Russia||1900||-5.8743333333333325,1900,Russia,46.067541,0.710517,2.358067,-5.8743333333333325
Russia||1901||-5.460083333333333,1901,Russia,47.294902,0.722783,2.343164,-5.460083333333333
Russia||1902||-7.002750000000002,1902,Russia,45.679363,0.691814,2.20679,-7.002750000000002
Russia||1903||-5.352583333333333,1903,Russia,44.683114,0.670544,1.978343,-5.352583333333333
Russia||1904||-5.418499999999999,1904,Russia,49.713723,0.739222,2.177791,-5.418499999999999
Russia||1905||-5.687083333333334,1905,Russia,44.375713,0.65382,1.825301,-5.687083333333334
Russia||1906||-5.10175,1906,Russia,50.615732,0.738947,1.981655,-5.10175
Russia||1907||-6.041416666666667,1907,Russia,56.694198,0.820288,1.963209,-6.041416666666667
Russia||1908||-6.122583333333334,1908,Russia,57.041987,0.817781,2.052396,-6.122583333333334
Russia||1909||-5.865083333333334,1909,Russia,60.214726,0.855381,2.083083,-5.865083333333334
Russia||1910||-5.776583333333334,1910,Russia,59.052436,0.831207,1.94754,-5.776583333333334
Russia||1911||-5.830333333333333,1911,Russia,61.224438,0.853955,1.983129,-5.830333333333333
Russia||1912||-6.864416666666667,1912,Russia,69.35374,0.958506,2.144915,-6.864416666666667
Russia||1913||-5.726416666666668,1913,Russia,75.340209,1.03173,2.153644,-5.726416666666668
Russia||1914||-5.374166666666667,1914,Russia,67.996239,0.922654,2.142291,-5.374166666666667
Russia||1915||-6.363,1915,Russia,62.41141,0.839136,1.993727,-6.363
Russia||1916||-6.19,1916,Russia,66.519816,0.886205,1.968821,-6.19
Russia||1917||-5.528416666666668,1917,Russia,61.21995,0.808147,1.732531,-5.528416666666668
Russia||1918||-5.747916666666666,1918,Russia,24.414832,0.319343,0.700884,-5.747916666666666
Russia||1919||-6.186,1919,Russia,20.853915,0.27027,0.690545,-6.186
Russia||1920||-5.155,1920,Russia,19.01624,0.244199,0.54125,-5.155
Russia||1921||-4.90425,1921,Russia,20.622803,0.262406,0.668893,-4.90425
Russia||1922||-5.697833333333333,1922,Russia,25.1508,0.317093,0.777644,-5.697833333333333
Russia||1923||-5.521166666666667,1923,Russia,27.782782,0.347071,0.756899,-5.521166666666667
Russia||1924||-5.2754166666666675,1924,Russia,33.100598,0.409719,0.898743,-5.2754166666666675
Russia||1925||-5.128916666666666,1925,Russia,32.669787,0.400686,0.880634,-5.128916666666666
Russia||1926||-5.3745,1926,Russia,47.335291,0.575242,1.299635,-5.3745
Russia||1927||-5.6569166666666675,1927,Russia,58.850493,0.708637,1.47926,-5.6569166666666675
Russia||1928||-5.7722500000000005,1928,Russia,65.355743,0.779767,1.650542,-5.7722500000000005
